20180827M11,,0.796
20180827M51,,0.697
20180827M52,,0.551
20180827M61,,0.475
20180827M62,,0.695
20180827MP1,,1.416
20180827MP3,,0.818
20180829M31,,0.898
20180829M32,,1.155
20180829M42,,1.109
20180829M61,,0.774
20180829MP1,,0.746
20180829MP2,,0.908
20180829MP3,,0.417
20180829W11,,0
20180829W12,,0
20180829W21,,0.12
20180829W22,,0.053
20180829W31,,0
20180829W32,,0
20180829W42,,0.119
20180829W51,,0.021
20180829W52,,0
20180829W61,,0
20180829W62,,0.123
20180829WP1,,0.023
20180829WP2,,0
20180829WP3,,0
20180829WP5,,0.15
20181108WP1,,0.032
20181108WP2,,0
20181108WP3,,0
20181203WP5,,0.113
20180830Y11,,0.078
